game,numPlayers,ai,run,move,player,choices,choice,time
Goofspiel,2,PR,11,24,2,2,1,0
Goofspiel,2,PR,11,25,1,1,1,0
Goofspiel,2,PR,11,26,2,1,1,0
Goofspiel,2,PR,12,1,1,13,13,4199
Goofspiel,2,PR,12,2,2,13,5,0
Goofspiel,2,PR,12,3,1,12,1,3217
Goofspiel,2,PR,12,4,2,12,10,0
Goofspiel,2,PR,12,5,1,11,10,2560
Goofspiel,2,PR,12,6,2,11,2,0
Goofspiel,2,PR,12,7,1,10,1,1925
Goofspiel,2,PR,12,8,2,10,8,0
Goofspiel,2,PR,12,9,1,9,2,1488
Goofspiel,2,PR,12,10,2,9,5,0
Goofspiel,2,PR,12,11,1,8,8,1139
Goofspiel,2,PR,12,12,2,8,7,0
Goofspiel,2,PR,12,13,1,7,7,815
Goofspiel,2,PR,12,14,2,7,7,0
Goofspiel,2,PR,12,15,1,6,6,552
Goofspiel,2,PR,12,16,2,6,6,0
Goofspiel,2,PR,12,17,1,5,5,381
Goofspiel,2,PR,12,18,2,5,3,0
Goofspiel,2,PR,12,19,1,4,1,249
Goofspiel,2,PR,12,20,2,4,3,0
Goofspiel,2,PR,12,21,1,3,2,152
Goofspiel,2,PR,12,22,2,3,1,0
Goofspiel,2,PR,12,23,1,2,1,80
Goofspiel,2,PR,12,24,2,2,1,0
Goofspiel,2,PR,12,25,1,1,1,0
Goofspiel,2,PR,12,26,2,1,1,0
Goofspiel,2,PR,13,1,1,13,3,4038
Goofspiel,2,PR,13,2,2,13,12,0
Goofspiel,2,PR,13,3,1,12,12,3271
Goofspiel,2,PR,13,4,2,12,8,0
Goofspiel,2,PR,13,5,1,11,1,2555
Goofspiel,2,PR,13,6,2,11,7,0
Goofspiel,2,PR,13,7,1,10,10,1991
Goofspiel,2,PR,13,8,2,10,2,0
Goofspiel,2,PR,13,9,1,9,1,1509
Goofspiel,2,PR,13,10,2,9,3,0
Goofspiel,2,PR,13,11,1,8,7,1086
Goofspiel,2,PR,13,12,2,8,1,0
Goofspiel,2,PR,13,13,1,7,7,806
Goofspiel,2,PR,13,14,2,7,2,0
Goofspiel,2,PR,13,15,1,6,1,545
